title	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
Psal_001333	0.289	0.3941	0.2629	0.2724	0.224	0.112	0.492	53.64	0.545	0.551	758	775	-0.659355	0.064516
Psal_001334	0.2943	0.339	0.2486	0.3256	0.205	0.018	0.419	55.37	0.543	0.544	891	907	-0.597574	0.06505
Psal_001335	0.3131	0.4544	0.2172	0.2571	0.263	0.157	0.505	53.63	0.57	0.503	748	799	-0.108636	0.142678
Psal_001336	0.3502	0.361	0.2878	0.1654	0.215	0.155	0.511	54	0.448	0.552	317	324	-0.252161	0.058642
Psal_001337	0.3189	0.3576	0.2818	0.1905	0.179	0.003	0.404	59.11	0.475	0.497	465	483	0.643685	0.122153
Psal_001338	0.297	0.3756	0.2265	0.2484	0.21	0.089	0.452	56.33	0.536	0.522	418	435	0.713103	0.133333
Psal_001339	0.2838	0.4455	0.1561	0.4044	0.245	0.081	0.46	47.4	0.648	0.524	378	396	-0.213636	0.068182
Psal_001340	0.1726	0.6012	0.2303	0.146	0.227	0.081	0.459	39.37	0.654	0.583	185	191	-0.042408	0.062827
Psal_001341	0.2458	0.3799	0.2033	0.4353	0.242	0.035	0.444	50.53	0.637	0.548	223	228	-0.279825	0.074561
Psal_001342	0.3208	0.4717	0.1786	0.2727	0.356	0.338	0.627	47.59	0.597	0.562	67	70	-0.734286	0.085714
Psal_001343	0.2925	0.3878	0.2481	0.3098	0.201	0.004	0.422	57.02	0.558	0.533	346	363	-0.408815	0.088154
Psal_001344	0.359	0.3846	0.1206	0.3315	0.231	0.118	0.483	52.04	0.591	0.558	230	239	-0.079916	0.062762
Psal_001345	0.3396	0.4654	0.248	0.1721	0.333	0.206	0.578	55.11	0.528	0.576	180	181	-0.787293	0.060773
Psal_001346	0.2331	0.3797	0.3286	0.2868	0.203	0.056	0.449	54.73	0.536	0.569	334	343	-0.90379	0.040816
Psal_001347	0.2531	0.4191	0.2552	0.3562	0.241	0.034	0.439	57.48	0.595	0.507	301	315	-0.095556	0.095238
Psal_001348	0.3422	0.3022	0.2744	0.3116	0.213	-0.005	0.41	56.31	0.489	0.507	266	275	-0.149818	0.087273
Psal_001349	0.3203	0.4597	0.2538	0.2465	0.344	0.207	0.547	52.39	0.545	0.514	506	526	-0.352662	0.076046
Psal_001350	0.2797	0.4233	0.2071	0.2824	0.228	0.078	0.46	57.25	0.583	0.507	439	460	0.663913	0.143478
Psal_001351	0.313	0.3379	0.2861	0.2889	0.192	0.015	0.412	59.1	0.502	0.49	935	976	0.014344	0.091189
Psal_001352	0.2919	0.3648	0.291	0.302	0.208	0.051	0.451	61	0.527	0.516	740	761	-0.834034	0.060447
Psal_001353	0.262	0.4423	0.2476	0.305	0.236	0.077	0.466	58.26	0.587	0.485	414	424	-0.121462	0.106132
Psal_001354	0.3309	0.3454	0.2865	0.2668	0.209	0.019	0.434	59.52	0.492	0.512	969	1000	-0.427	0.069
Psal_001355	0.3073	0.439	0.2031	0.2907	0.235	0.068	0.459	48.59	0.579	0.516	242	247	-0.153036	0.080972
Psal_001356	0.3714	0.2952	0.2642	0.25	0.162	-0.002	0.403	53.12	0.46	0.544	124	130	-0.825385	0.061538
Psal_001357	0.3262	0.3868	0.2308	0.2661	0.234	0.072	0.458	53.94	0.533	0.534	655	690	-0.114058	0.065217
Psal_001358	0.2957	0.3918	0.265	0.2335	0.229	0.099	0.484	56.37	0.527	0.52	457	472	-0.063348	0.101695
Psal_001359	0.3278	0.3746	0.2424	0.205	0.192	-0.011	0.396	56.04	0.498	0.492	323	338	0.548225	0.097633
Psal_001360	0.3234	0.3851	0.2561	0.2507	0.202	0.065	0.453	57.86	0.519	0.509	534	551	-0.341924	0.098004
Psal_001361	0.3259	0.3259	0.3445	0.2613	0.264	0.068	0.462	61	0.462	0.458	158	166	-0.155422	0.066265
Psal_001362	0.3864	0.3106	0.3017	0.2075	0.21	-0.044	0.403	57.89	0.423	0.497	149	155	-0.256129	0.090323
Psal_001363	0.3087	0.3678	0.2758	0.2436	0.204	0.023	0.42	57.13	0.509	0.546	839	870	-0.462874	0.065517
Psal_001364	0.2844	0.3989	0.2541	0.2667	0.209	0.055	0.448	57.91	0.55	0.531	851	882	-0.330612	0.073696
Psal_001365	0.3432	0.2959	0.2112	0.2857	0.2	-0.071	0.387	48.18	0.505	0.556	186	196	0.315816	0.061224
Psal_001366	0.3071	0.285	0.3113	0.2685	0.191	0.039	0.438	61	0.468	0.551	457	461	-0.939263	0.058568
Psal_001367	0.3108	0.2703	0.3684	0.2817	0.212	-0.026	0.396	57.59	0.44	0.495	91	93	-0.42043	0.043011
Psal_001368	0.3407	0.3231	0.2881	0.2882	0.211	0.012	0.419	58.43	0.485	0.498	540	556	-0.378237	0.082734
Psal_001369	0.3042	0.3495	0.2909	0.2699	0.187	0.046	0.441	58.56	0.503	0.513	719	746	-0.392359	0.076408
Psal_001370	0.2962	0.2903	0.3036	0.3255	0.193	0.01	0.418	60.04	0.5	0.531	598	612	-0.705392	0.053922
Psal_001371	0.2815	0.4189	0.2153	0.3108	0.213	0.106	0.484	53.26	0.591	0.552	533	547	-0.670018	0.076782
Psal_001372	0.294	0.368	0.1867	0.3176	0.18	0.023	0.422	53.46	0.58	0.54	550	572	0.166783	0.097902
Psal_001373	0.3155	0.301	0.2342	0.3472	0.174	-0.017	0.417	57.88	0.539	0.558	254	261	-1.047126	0.02682
Psal_001374	0.3254	0.286	0.2755	0.2446	0.182	-0.02	0.41	59.56	0.463	0.547	559	573	-0.370332	0.038394
Psal_001375	0.3479	0.3202	0.304	0.2472	0.191	0.007	0.406	58.56	0.458	0.49	1095	1134	-0.237213	0.070547
Psal_001376	0.2577	0.3926	0.3699	0.1799	0.2	0.14	0.492	54.45	0.481	0.52	185	191	-0.36178	0.120419
Psal_001377	0.2867	0.2867	0.3367	0.2491	0.177	-0.057	0.367	59.44	0.454	0.546	335	341	-0.358358	0.049853
Psal_001378	0.3383	0.2927	0.315	0.2323	0.192	0.008	0.416	58.81	0.441	0.507	1285	1312	-0.528201	0.057165
Psal_001379	0.2857	0.3	0.3766	0.3239	0.22	0.032	0.43	56.2	0.473	0.486	93	98	-0.553061	0.091837
Psal_001380	0.3596	0.3344	0.2951	0.2279	0.188	-0.069	0.376	61	0.458	0.519	367	384	-0.606771	0.083333
Psal_001381	0.31	0.3542	0.268	0.2729	0.208	0.06	0.457	59.79	0.515	0.515	615	640	-0.284688	0.070313
Psal_001382	0.3013	0.3576	0.1931	0.2701	0.172	0.03	0.432	55.35	0.553	0.562	329	341	-0.169795	0.046921
Psal_001383	0.2924	0.361	0.2462	0.2863	0.224	0.047	0.449	57	0.538	0.536	314	329	0.066565	0.091185
Psal_001384	0.2828	0.5517	0.1571	0.2531	0.281	0.213	0.542	43.26	0.643	0.55	345	365	-0.324384	0.09589
Psal_001385	0.3018	0.3927	0.1956	0.2962	0.234	0.033	0.442	55.97	0.576	0.55	321	332	-0.314157	0.075301
Psal_001386	0.2962	0.4885	0.1639	0.3349	0.252	0.084	0.465	53.47	0.63	0.519	316	321	-0.323053	0.071651
Psal_001387	0.3219	0.4222	0.2309	0.2523	0.238	0.102	0.477	55.83	0.544	0.508	1374	1425	-0.20379	0.101754
Psal_001388	0.3434	0.3131	0.2323	0.3125	0.196	-0.067	0.381	48.09	0.517	0.548	118	121	-0.978512	0.041322
Psal_001389	0.2254	0.3803	0.3462	0.3766	0.316	0.261	0.586	61	0.566	0.522	99	104	-1.0375	0.076923
Psal_001390	0.339	0.3559	0.2393	0.2953	0.23	0.042	0.432	58.49	0.519	0.509	206	212	-0.010849	0.075472
Psal_001391	0.3133	0.3333	0.3196	0.2801	0.212	0.033	0.435	61	0.484	0.507	545	568	-0.344894	0.089789
Psal_001392	0.3393	0.3333	0.2393	0.3423	0.227	0.07	0.468	59.17	0.527	0.491	203	212	-0.333019	0.070755
Psal_001393	0.2987	0.3117	0.3209	0.2947	0.165	-0.051	0.379	59.43	0.487	0.51	380	387	-0.6677	0.046512
Psal_001394	0.3132	0.3585	0.2817	0.2894	0.208	0.005	0.418	59.77	0.516	0.514	947	976	-0.516291	0.088115
Psal_001395	0.3428	0.3644	0.2	0.2202	0.269	0.098	0.487	52.54	0.516	0.579	1278	1289	-0.151668	0.034911
Psal_001396	0.2807	0.4536	0.2323	0.2104	0.226	0.11	0.48	52.76	0.559	0.504	440	468	0.514744	0.130342
Psal_001397	0.3164	0.3644	0.3102	0.2204	0.202	0.015	0.416	57.98	0.479	0.527	413	428	-0.515187	0.086449
Psal_001398	0.328	0.3992	0.2073	0.2462	0.245	0.088	0.493	53.9	0.543	0.521	818	858	-0.356061	0.107226
Psal_001399	0.3517	0.3946	0.2594	0.202	0.251	0.088	0.479	55.69	0.492	0.522	841	877	-0.482098	0.09008
Psal_001400	0.3296	0.4228	0.2366	0.2724	0.257	0.141	0.495	53.33	0.544	0.507	758	784	-0.389031	0.058673
Psal_001401	0.4054	0.3317	0.23	0.2802	0.222	-0.016	0.407	54.14	0.483	0.501	1247	1278	-0.490923	0.08529
Psal_001402	0.3081	0.358	0.2327	0.2553	0.192	0.079	0.458	57.81	0.526	0.556	648	663	-0.661237	0.040724
Psal_001403	0.2874	0.4483	0.3678	0.1605	0.291	0.004	0.431	49.77	0.477	0.518	109	114	-0.342105	0.052632
Psal_001404	0.2848	0.3971	0.2113	0.3531	0.217	0.038	0.44	55.55	0.596	0.534	1089	1135	-0.3963	0.09163
Psal_001405	0.25	0.4048	0.1375	0.5634	0.236	-0.024	0.406	42.39	0.698	0.555	106	110	-0.891818	0.109091
Psal_001406	0.364	0.3219	0.2925	0.2785	0.221	0.037	0.439	57.23	0.47	0.491	1368	1409	-0.502626	0.07665
Psal_001407	0.3075	0.3798	0.2642	0.2813	0.197	0.011	0.416	57.32	0.529	0.539	469	487	-0.590144	0.084189
Psal_001408	0.3077	0.3546	0.2358	0.2967	0.201	0.024	0.422	56.81	0.536	0.526	604	627	-0.186922	0.07815
Psal_001409	0.3364	0.3715	0.2804	0.2956	0.233	0.062	0.466	53.7	0.514	0.533	558	578	-0.974048	0.050173
Psal_001410	0.2952	0.3111	0.2895	0.281	0.178	-0.048	0.386	59.35	0.498	0.52	721	737	-0.48114	0.036635
Psal_001411	0.3377	0.3148	0.2524	0.3153	0.176	0.018	0.427	58.77	0.511	0.519	370	379	-0.915304	0.034301
Psal_001412	0.2971	0.4306	0.2866	0.2493	0.225	0.052	0.444	54.11	0.532	0.517	966	997	-0.586861	0.072217
Psal_001413	0.2841	0.6193	0.0705	0.1014	0.327	0.32	0.611	38.58	0.67	0.591	185	189	0.209524	0.068783
Psal_001414	0.356	0.3451	0.2183	0.3565	0.285	0.079	0.502	60	0.552	0.52	500	504	-1.378373	0.02381
Psal_001415	0.2416	0.4157	0.2455	0.298	0.277	0.184	0.527	58.37	0.586	0.55	203	211	0.046445	0.056872
Psal_001416	0.3095	0.4087	0.2389	0.2783	0.235	0.041	0.442	56.03	0.551	0.499	294	307	-0.140717	0.084691
Psal_001417	0.3067	0.3556	0.2647	0.3226	0.223	0.005	0.422	61	0.532	0.51	263	272	0.029779	0.102941
Psal_001418	0.2926	0.4517	0.1635	0.2803	0.22	0.077	0.448	50.53	0.608	0.518	395	414	0.519082	0.096618
Psal_001419	0.3157	0.306	0.2376	0.3577	0.211	0.012	0.421	58.42	0.535	0.525	1072	1103	-0.06582	0.075249
Psal_001420	0.3199	0.3991	0.2845	0.2557	0.254	0.122	0.498	57.58	0.517	0.511	797	822	-0.59854	0.071776
Psal_001421	0.2632	0.3684	0.215	0.3684	0.261	0.137	0.5	51.54	0.592	0.521	130	135	0.081481	0.081481
Psal_001422	0.2964	0.3832	0.2852	0.2635	0.211	0.075	0.455	61	0.522	0.506	385	401	-0.314713	0.092269
Psal_001423	0.2763	0.2632	0.3291	0.359	0.202	-0.063	0.411	53.19	0.505	0.507	95	98	-0.976531	0.040816
Psal_001424	0.3461	0.3614	0.2495	0.2764	0.218	0.04	0.434	57.28	0.508	0.489	1824	1889	-0.052144	0.086289
Psal_001425	0.2436	0.4231	0.2821	0.3288	0.225	0.122	0.49	61	0.582	0.513	98	104	-0.322115	0.105769
Psal_001428	0.2572	0.4624	0.2429	0.2637	0.218	0.133	0.484	49.95	0.588	0.531	403	422	-0.156398	0.113744
Psal_001429	0.2869	0.3864	0.2896	0.2136	0.211	0.07	0.45	58.86	0.505	0.525	400	415	0.043614	0.072289
Psal_001430	0.2756	0.372	0.2737	0.3066	0.209	0.014	0.431	58.27	0.547	0.525	583	598	-0.443311	0.080268
Psal_001431	0.3295	0.4162	0.1954	0.2415	0.25	0.115	0.491	57.44	0.553	0.565	389	402	-0.286816	0.062189
Psal_001432	0.2276	0.4837	0.2819	0.2537	0.226	0.105	0.474	52.92	0.588	0.508	291	306	-0.208497	0.104575
Psal_001433	0.3038	0.3481	0.2667	0.285	0.214	0.094	0.459	57.54	0.516	0.527	545	569	-0.23515	0.068541
Psal_001434	0.3552	0.3174	0.3008	0.2861	0.217	0.046	0.453	59.85	0.474	0.509	479	496	-0.839315	0.078629
Psal_001435	0.3333	0.391	0.2721	0.2331	0.216	0.056	0.463	53.35	0.505	0.533	743	777	-0.825354	0.073359
Psal_001436	0.3264	0.3634	0.254	0.2853	0.211	0.046	0.434	57.38	0.521	0.513	495	526	-0.341255	0.110266
Psal_001437	0.1932	0.4659	0.25	0.2535	0.212	0.127	0.474	37.32	0.621	0.53	95	105	0.129524	0.066667
Psal_001438	0.3539	0.3464	0.2813	0.2659	0.214	0.005	0.416	58.42	0.484	0.497	632	665	-0.45985	0.094737
Psal_001439	0.2694	0.4133	0.3144	0.2019	0.237	0.019	0.423	56.49	0.517	0.526	300	306	0.266667	0.081699
Psal_001440	0.3391	0.3405	0.25	0.2692	0.209	0.059	0.451	57.7	0.503	0.529	792	821	-0.411084	0.081608
Psal_001441	0.3465	0.3531	0.2206	0.3371	0.198	-0.002	0.415	59.49	0.541	0.508	364	375	-0.3888	0.101333
Psal_001442	0.3346	0.4115	0.2766	0.2636	0.229	0.027	0.442	59.44	0.521	0.482	317	326	-0.354908	0.104294
Psal_001443	0.3277	0.3389	0.2375	0.3135	0.239	0.056	0.458	57.5	0.527	0.519	419	437	-0.232266	0.075515
Psal_001444	0.268	0.3333	0.341	0.281	0.192	0.06	0.443	59.22	0.497	0.521	332	338	-0.37929	0.073964
Psal_001445	0.3067	0.4089	0.2125	0.2184	0.238	0.166	0.494	53.93	0.541	0.501	342	355	0.739155	0.087324
Psal_001446	0.3252	0.3671	0.2234	0.3253	0.222	0.055	0.444	59.66	0.544	0.512	342	357	0.080952	0.053221
Psal_001447	0.4348	0.3478	0.2131	0.1579	0.248	0.169	0.526	54.15	0.434	0.506	76	79	-0.087342	0.037975
Psal_001448	0.3621	0.4483	0.1552	0.2075	0.238	0.124	0.507	61	0.552	0.559	67	68	-0.375	0.014706
Psal_001449	0.3713	0.3293	0.2215	0.2752	0.235	0.032	0.435	58.34	0.497	0.521	193	197	-0.030964	0.076142
Psal_001450	0.3213	0.3625	0.2633	0.2885	0.198	0.064	0.436	61	0.517	0.48	443	452	-0.096018	0.068584
Psal_001451	0.338	0.3239	0.2143	0.3191	0.182	0.016	0.407	59.06	0.527	0.516	317	331	-0.263746	0.07855
Psal_001452	0.3254	0.3314	0.2919	0.3082	0.217	0.015	0.438	57.17	0.504	0.511	425	432	-0.55162	0.060185
Psal_001453	0.2394	0.3298	0.276	0.3672	0.177	-0.038	0.369	61	0.564	0.524	225	232	0.155603	0.038793
Psal_001454	0.3226	0.371	0.1404	0.3704	0.252	0.195	0.535	61	0.606	0.572	71	74	-0.497297	0.067568
Psal_001455	0.2697	0.3437	0.268	0.3135	0.189	-0.018	0.393	59.33	0.541	0.53	481	497	0.092757	0.044266
Psal_001456	0.3953	0.4302	0.1143	0.2154	0.322	0.137	0.505	51.39	0.548	0.507	93	96	0.523958	0.104167
Psal_001457	0.301	0.4079	0.2537	0.2031	0.208	0.09	0.464	55.47	0.523	0.547	673	688	-0.382994	0.069767
Psal_001458	0.3611	0.3502	0.263	0.2619	0.229	0.06	0.458	53.62	0.489	0.521	1079	1112	-0.723561	0.06295
Psal_001459	0.2747	0.3736	0.2841	0.25	0.148	-0.056	0.365	61	0.519	0.519	104	106	-0.121698	0.066038
Psal_001460	0.2989	0.4022	0.1575	0.3261	0.244	0.145	0.518	58.35	0.604	0.566	197	199	-0.065829	0.080402
Psal_001461	0.2193	0.5482	0.1411	0.2402	0.274	0.196	0.55	45.02	0.688	0.58	320	329	-0.104863	0.121581
Psal_001462	0.3189	0.357	0.2687	0.3016	0.222	0.028	0.432	58.2	0.524	0.531	955	980	-0.649082	0.07551
Psal_001463	0.1951	0.4634	0.2727	0.2133	0.215	-0.027	0.407	44	0.593	0.585	91	94	-0.001064	0.074468
Psal_001464	0.3312	0.3662	0.2817	0.2808	0.214	0.044	0.438	61	0.505	0.506	372	387	-0.354522	0.093023
Psal_001465	0.2943	0.3639	0.3042	0.2669	0.196	0.022	0.421	56.02	0.508	0.516	366	378	-0.555026	0.074074
Psal_001466	0.2807	0.4342	0.2105	0.352	0.262	0.098	0.482	56.3	0.609	0.515	276	290	-0.562069	0.093103
Psal_001467	0.2524	0.4762	0.1925	0.2316	0.204	0.127	0.483	51.98	0.613	0.54	230	240	0.23	0.095833
Psal_001468	0.3124	0.4041	0.2233	0.2311	0.2	0.045	0.425	59.05	0.536	0.503	649	672	0.561607	0.10119
Psal_001469	0.2654	0.3555	0.266	0.2706	0.182	0.008	0.388	57	0.533	0.511	227	235	0.902128	0.13617
Psal_001470	0.3548	0.2953	0.2447	0.3294	0.21	0.074	0.448	58.68	0.497	0.503	467	480	-0.1925	0.066667
Psal_001471	0.2994	0.3641	0.3042	0.2521	0.237	0.081	0.467	59.13	0.502	0.512	632	648	-0.358488	0.084877
Psal_001472	0.298	0.3813	0.2971	0.2082	0.203	0.06	0.438	55.48	0.498	0.49	436	448	0.119419	0.069196
Psal_001473	0.2889	0.3444	0.2901	0.2516	0.16	0.012	0.41	61	0.505	0.56	200	203	-0.585222	0.059113
Psal_001474	0.3443	0.3504	0.293	0.278	0.231	0.029	0.438	56.79	0.491	0.492	601	620	-0.495968	0.069355
Psal_001475	0.3128	0.3848	0.2814	0.2703	0.224	0.054	0.455	58.79	0.519	0.512	1136	1180	-0.325254	0.108475
Psal_001476	0.3182	0.3994	0.25	0.2311	0.258	0.139	0.491	52.14	0.52	0.522	342	355	-0.082817	0.08169
Psal_001477	0.3179	0.396	0.2324	0.3027	0.227	0.054	0.446	54.15	0.551	0.502	392	412	-0.126214	0.145631
Psal_001478	0.3168	0.4265	0.2106	0.2363	0.245	0.15	0.501	52.58	0.552	0.528	639	663	-0.146154	0.081448
Psal_001479	0.3094	0.2806	0.3355	0.2819	0.189	-0.081	0.386	58.99	0.46	0.562	176	181	-1.134254	0.044199
Psal_001480	0.3273	0.433	0.2472	0.2222	0.245	0.098	0.473	50.65	0.53	0.516	457	473	-0.170613	0.082452
Psal_001481	0.3325	0.5157	0.1648	0.2294	0.317	0.225	0.551	44.4	0.593	0.517	459	472	0.009322	0.084746
Psal_001482	0.3419	0.388	0.2298	0.3212	0.243	0.06	0.453	55.74	0.546	0.506	722	754	-0.596817	0.055703
Psal_001483	0.3268	0.3437	0.3245	0.2385	0.191	0.003	0.411	58.21	0.467	0.51	934	963	-0.592316	0.064382
Psal_001484	0.2952	0.3429	0.3182	0.3365	0.243	0.1	0.482	57.27	0.518	0.495	137	140	-0.779286	0.071429
Psal_001485	0.3121	0.3455	0.276	0.2905	0.202	-0.01	0.417	58.2	0.516	0.532	405	439	-0.691116	0.063781
Psal_001486	0.2689	0.4706	0.1765	0.268	0.293	0.146	0.515	58.26	0.621	0.552	132	139	-0.082014	0.100719
Psal_001487	0.2679	0.3208	0.2739	0.3502	0.163	-0.047	0.366	57.24	0.54	0.517	298	309	0.094498	0.084142
Psal_001488	0.3079	0.3842	0.2774	0.2271	0.217	0.093	0.465	60.17	0.507	0.489	430	456	0.564474	0.138158
Psal_001489	0.3421	0.3586	0.2169	0.2534	0.218	0.111	0.467	57.1	0.511	0.498	323	341	0.90088	0.1261
Psal_001490	0.3594	0.3281	0.3016	0.2833	0.262	0.11	0.488	60.22	0.475	0.488	80	84	-0.366667	0.083333
Psal_001491	0.3103	0.3414	0.3016	0.3159	0.225	0.028	0.436	57.54	0.511	0.516	718	740	-0.577568	0.047297
Psal_001492	0.3381	0.3627	0.2396	0.3054	0.23	0.084	0.463	57.71	0.524	0.501	553	569	-0.190334	0.091388
Psal_001493	0.213	0.4043	0.2422	0.3088	0.215	0.046	0.433	48.74	0.608	0.584	263	274	-0.428467	0.051095
Psal_001494	0.3391	0.4006	0.242	0.2449	0.241	0.1	0.473	55.57	0.522	0.519	814	844	-0.437915	0.094787
Psal_001495	0.2768	0.3661	0.2523	0.28	0.19	0.089	0.449	61	0.543	0.534	127	133	0.009774	0.022556
Psal_001496	0.3383	0.4005	0.2926	0.2222	0.258	0.088	0.474	55.03	0.491	0.495	483	498	-0.185341	0.086345
Psal_001497	0.381	0.2698	0.3175	0.2982	0.22	0.07	0.436	48.56	0.436	0.451	78	82	0.347561	0.085366
Psal_001498	0.2333	0.4278	0.3254	0.2027	0.171	-0.022	0.387	61	0.525	0.499	204	219	0.504566	0.105023
Psal_001499	0.3333	0.4058	0.2681	0.2939	0.311	0.093	0.49	51.06	0.532	0.506	355	363	-0.827824	0.063361
Psal_001500	0.3279	0.4899	0.1492	0.2478	0.301	0.189	0.534	45.62	0.601	0.544	296	306	-0.104902	0.04902
Psal_001501	0.3295	0.3367	0.2855	0.2295	0.202	0.044	0.444	59.54	0.475	0.531	777	803	-0.447572	0.066002
Psal_001502	0.3568	0.2676	0.3267	0.2945	0.186	-0.044	0.409	59.39	0.448	0.514	543	553	-0.613201	0.059675
Psal_001503	0.2245	0.5204	0.177	0.367	0.253	0.076	0.459	45.02	0.684	0.542	133	136	-0.619853	0.102941
Psal_001504	0.3175	0.5079	0.1121	0.1759	0.228	0.141	0.485	42.42	0.61	0.584	136	137	0.738686	0.029197
Psal_001505	0.3503	0.2893	0.2674	0.3	0.165	-0.081	0.355	60.21	0.477	0.494	220	238	0.00084	0.109244
Psal_001506	0.311	0.2967	0.2871	0.3641	0.196	-0.086	0.376	60.99	0.516	0.507	258	268	-0.543284	0.067164
Psal_001507	0.3069	0.3762	0.3452	0.284	0.243	0.112	0.496	58.48	0.504	0.478	121	124	-0.45	0.072581
Psal_001508	0.2558	0.5698	0.1388	0.2566	0.236	0.093	0.472	39.73	0.672	0.547	305	313	-0.307348	0.086262
Psal_001509	0.2871	0.5109	0.2161	0.1859	0.279	0.213	0.537	48.11	0.579	0.547	477	501	-0.100798	0.093812
Psal_001510	0.2821	0.4908	0.1911	0.2161	0.266	0.205	0.529	50.78	0.596	0.483	297	316	0.435759	0.120253
Psal_001511	0.2727	0.3835	0.2194	0.3596	0.213	0.017	0.426	57.21	0.594	0.529	404	416	-0.351442	0.09375
Psal_001512	0.3213	0.368	0.278	0.2741	0.223	0.041	0.441	58.12	0.513	0.51	764	809	-0.324845	0.124845
Psal_001513	0.3306	0.3285	0.3152	0.2129	0.194	0.026	0.439	57.91	0.453	0.523	1096	1132	-0.516166	0.064488
Psal_001514	0.23	0.4125	0.3084	0.3087	0.2	0.011	0.434	55.43	0.572	0.514	456	478	-0.1159	0.121339
Psal_001515	0.3492	0.3202	0.2894	0.2343	0.197	0.017	0.428	58.3	0.459	0.503	540	553	0.0566	0.101266
Psal_001516	0.2313	0.4673	0.2538	0.2527	0.217	0.071	0.461	51.83	0.596	0.554	495	508	-0.505315	0.059055
Psal_001517	0.4324	0.2457	0.3599	0.2315	0.221	-0.064	0.387	53.31	0.366	0.458	983	1014	-0.45355	0.096647
Psal_001518	0.3176	0.3585	0.2308	0.2579	0.187	0.017	0.404	57.73	0.521	0.518	703	722	0.19903	0.063712
Psal_001519	0.3133	0.3356	0.2842	0.3164	0.213	0.007	0.418	56.39	0.516	0.54	715	736	-0.897147	0.063859
Psal_001520	0.4203	0.2514	0.349	0.2425	0.226	-0.059	0.392	54.02	0.382	0.468	880	910	-0.468462	0.093407
Psal_001521	0.2313	0.4673	0.2538	0.2527	0.218	0.072	0.461	52.01	0.596	0.553	495	508	-0.49626	0.059055
Psal_001522	0.301	0.3495	0.244	0.3788	0.202	0.025	0.437	58.79	0.562	0.518	607	644	-0.523602	0.131988
Psal_001523	0.3537	0.3366	0.2045	0.3155	0.198	-0.002	0.4	56.51	0.528	0.515	462	479	-0.173904	0.083507
Psal_001524	0.3731	0.3561	0.2299	0.2807	0.231	0.023	0.428	55.14	0.506	0.499	551	574	-0.336063	0.120209
Psal_001525	0.2961	0.374	0.2697	0.254	0.205	0.095	0.465	60.12	0.516	0.504	434	456	0.4625	0.096491
Psal_001526	0.3314	0.3842	0.3262	0.2433	0.237	0.035	0.45	59.24	0.487	0.487	400	410	-0.573659	0.092683
Psal_001527	0.3304	0.3214	0.3347	0.3219	0.218	0.022	0.44	61	0.487	0.51	302	315	-1.049841	0.073016
Psal_001528	0.2714	0.4143	0.2671	0.2955	0.236	0.09	0.466	61	0.557	0.518	174	184	-0.254348	0.065217
Psal_001530	0.299	0.3281	0.3035	0.2911	0.2	-0.008	0.416	60.14	0.501	0.532	1032	1053	-0.894302	0.032289
Psal_001531	0.3285	0.3203	0.2466	0.3005	0.204	0.005	0.416	58.69	0.51	0.521	551	559	-0.002683	0.069767
Psal_001532	0.3509	0.2972	0.2142	0.315	0.191	-0.002	0.398	57.01	0.515	0.549	1084	1111	-0.428893	0.042304
Psal_001533	0.2738	0.5209	0.2072	0.1907	0.254	0.087	0.471	46.41	0.595	0.561	306	313	-0.133227	0.054313
Psal_001534	0.2564	0.3919	0.2339	0.2489	0.194	0.066	0.442	60.03	0.565	0.566	294	301	-0.068439	0.053156
Psal_001535	0.313	0.3943	0.2455	0.2264	0.226	0.083	0.463	55.49	0.521	0.523	547	554	0.120217	0.066787
Psal_001536	0.334	0.3191	0.2799	0.2635	0.205	0.031	0.429	59.22	0.478	0.505	538	548	-0.036132	0.074818
Psal_001537	0.3369	0.3183	0.2471	0.2871	0.208	0.019	0.427	60.94	0.498	0.518	424	432	-0.016898	0.064815
Psal_001538	0.3386	0.3189	0.2846	0.2531	0.219	0.015	0.423	58.83	0.473	0.516	300	304	-0.165132	0.075658
Psal_001539	0.3475	0.2966	0.225	0.3407	0.22	0.065	0.449	55.9	0.519	0.52	283	288	-0.188889	0.059028
Psal_001540	0.3194	0.3704	0.2617	0.2822	0.199	0.058	0.443	57.2	0.523	0.5	262	266	-0.255639	0.078947
Psal_001541	0.3023	0.3628	0.2899	0.2694	0.181	0.017	0.416	59.91	0.51	0.511	255	267	-0.250936	0.089888
Psal_001542	0.249	0.3306	0.3469	0.3429	0.191	-0.028	0.409	58.16	0.521	0.513	340	346	-0.716185	0.034682
Psal_001543	0.3217	0.3151	0.2861	0.3031	0.211	0.024	0.43	60.65	0.497	0.514	525	540	-0.34037	0.068519
Psal_001544	0.2603	0.2671	0.4	0.2917	0.175	0.011	0.43	56.21	0.453	0.541	179	186	-1.194086	0.086022
Psal_001545	0.2985	0.4345	0.2308	0.2545	0.207	0.071	0.446	54.79	0.561	0.518	471	501	-0.249701	0.107784
Psal_001546	0.3163	0.2152	0.1779	0.4183	0.143	-0.081	0.372	52.86	0.556	0.568	925	951	-0.620189	0.030494
Psal_001547	0.3782	0.3039	0.2422	0.2807	0.246	0.071	0.461	56.92	0.478	0.542	490	502	-0.765339	0.079681
Psal_001548	0.3472	0.4028	0.2542	0.1509	0.305	0.314	0.597	55.71	0.481	0.514	77	83	-0.153012	0.108434
