GC1	GC2	GC3	GC	CAI	CBI	Fop	Nc	Gravy	Aromo
54.48	46.9	64.83	55.4	0.25	0.151	0.518	54.97	-0.456944	0.097222
48.47	40.34	58.64	49.15	0.184	0.085	0.445	57.11	0.622449	0.108844
57.69	43.04	54.43	51.72	0.209	0.013	0.419	58.64	-0.3625	0.050725
62.67	41.48	54.37	52.84	0.22	-0.041	0.407	57.11	-0.789614	0.047478
54.97	42.69	47.95	48.54	0.192	0.035	0.442	58.89	-1.083529	0.094118
57.73	41.49	52.39	50.54	0.207	-0.028	0.405	58.22	-0.758018	0.069042
54.11	43.67	50.63	49.47	0.213	0.054	0.452	59.99	-0.232064	0.069841
50.12	37.12	55.56	47.6	0.246	0.058	0.462	55.29	-0.524644	0.13981
62.35	40.78	55.69	52.94	0.218	-0.058	0.374	50.09	-0.168898	0.074803
56.0	46.91	52.36	51.76	0.217	0.008	0.423	56.21	-0.361679	0.069343
60.87	42.93	52.17	51.99	0.254	0.112	0.475	55.74	0.006557	0.071038
53.85	44.53	56.07	51.48	0.263	0.113	0.49	53.59	-0.267343	0.089249
54.47	40.43	62.98	52.62	0.206	0.106	0.476	53.8	-0.458547	0.051282
51.26	45.91	57.86	51.68	0.234	0.092	0.472	60.41	0.080757	0.11041
53.07	41.9	58.38	51.12	0.195	0.019	0.413	56.68	0.387395	0.106443
55.74	45.28	51.79	50.94	0.21	0.056	0.442	57.75	-0.016179	0.078014
56.63	44.7	54.17	51.83	0.202	0.032	0.427	55.86	-0.232258	0.089184
60.07	44.55	49.17	51.27	0.201	0.055	0.445	60.1	0.158609	0.096026
47.87	42.3	57.05	49.07	0.182	0.012	0.41	61	0.521053	0.105263
57.11	43.12	53.44	51.22	0.173	0.023	0.411	60.29	-0.08069	0.098851
52.71	42.92	57.29	50.97	0.214	0.035	0.425	56.28	0.033821	0.100209
52.25	43.75	56.75	50.92	0.188	0.035	0.423	60.05	0.063659	0.117794
53.93	48.41	56.69	53.01	0.187	0.045	0.425	58.49	-0.071271	0.095304
60.54	42.47	57.83	53.61	0.198	0.043	0.43	55.02	-0.108459	0.093656
51.89	43.56	57.58	51.01	0.186	0.072	0.439	59.95	0.154373	0.13308
54.13	42.24	53.47	49.94	0.204	-0.006	0.403	54.94	0.003642	0.069536
56.76	41.9	58.86	52.51	0.233	0.096	0.471	56.74	-0.162786	0.103053
52.96	40.1	52.96	48.67	0.215	0.052	0.427	61	0.318557	0.103093
50.0	46.32	55.88	50.74	0.193	0.051	0.427	56.39	0.433579	0.095941
47.54	45.9	59.02	50.82	0.227	0.087	0.465	53.72	-0.381818	0.090909
51.97	42.52	57.09	50.52	0.184	-0.005	0.401	52	-0.013834	0.090909
52.82	40.52	58.27	50.54	0.227	0.12	0.475	56.77	-0.069899	0.10303
49.73	45.41	50.0	48.38	0.152	-0.061	0.367	61	0.106775	0.100271
52.69	40.98	55.06	49.58	0.221	0.073	0.453	56.68	-0.180983	0.085578
56.31	50.73	55.1	54.05	0.241	0.05	0.454	55.74	-0.26399	0.092457
56.9	40.52	56.0	51.14	0.249	0.078	0.464	57.45	-0.156331	0.100775
54.28	39.85	61.37	51.83	0.27	0.149	0.519	52.48	-0.360294	0.095588
60.41	41.07	52.71	51.4	0.227	0.071	0.443	58.14	0.02747	0.077075
55.25	35.19	61.42	50.62	0.256	0.129	0.487	50.03	-0.314861	0.080495
53.17	40.24	56.83	50.08	0.288	0.126	0.506	53.49	-0.400244	0.0978
57.01	41.31	52.77	50.36	0.252	0.073	0.459	58.59	-0.116495	0.097938
53.26	43.26	50.65	49.06	0.214	0.021	0.433	57.97	-0.395643	0.11329
55.61	45.41	45.41	48.81	0.225	0.051	0.446	61	-0.561539	0.05641
59.56	45.65	61.57	55.6	0.203	0.028	0.434	55.59	-0.547161	0.065934
55.3	38.64	69.7	54.55	0.184	0.003	0.407	48.06	-0.477099	0.114504
58.71	44.78	53.73	52.4	0.188	0.07	0.459	61	-0.6565	0.055
60.0	49.23	55.51	54.91	0.222	0.043	0.451	55.78	-1.065212	0.075738
59.83	48.24	51.37	53.15	0.214	0.039	0.438	57.99	-0.391301	0.05721
58.35	43.56	57.87	53.26	0.239	0.036	0.452	57.7	-0.991879	0.041401
61.84	47.37	43.42	50.88	0.228	-0.048	0.389	58.39	-0.952	0.053333
52.61	61.57	47.01	53.73	0.21	0.097	0.467	52.05	-0.132959	0.052434
48.71	36.86	57.47	47.68	0.199	-0.007	0.413	58.25	-0.160207	0.108527
61.69	53.45	53.33	56.16	0.231	0.032	0.43	54.39	-0.601923	0.071267
56.52	41.94	50.64	49.7	0.242	0.055	0.451	54.6	-0.59718	0.094872
59.64	47.39	53.82	53.61	0.203	0.021	0.43	57.26	-0.444467	0.072435
59.1	45.31	54.03	52.81	0.22	0.058	0.45	55.47	-0.486948	0.079812
50.64	43.22	57.77	50.55	0.226	0.108	0.475	58.3	0.076	0.117143
60.58	54.74	44.89	53.41	0.163	-0.078	0.369	61	-1.075458	0.040293
59.41	50.5	54.46	54.79	0.215	-0.088	0.367	53.76	0.201	0.1
55.33	46.88	58.95	53.72	0.185	0.027	0.422	56.07	-0.304436	0.094758
56.93	51.95	52.67	53.85	0.182	-0.013	0.408	58.97	-0.520217	0.048375
57.79	48.18	53.13	53.03	0.244	0.089	0.474	52.58	-0.315598	0.084548
53.53	51.92	49.04	51.5	0.186	0.077	0.477	58.3	-1.812862	0.054662
55.4	46.25	54.58	52.08	0.208	0.061	0.451	58.86	-0.014024	0.062328
51.64	41.31	53.21	48.72	0.22	0.002	0.415	57.18	-0.04279	0.101881
52.02	40.17	52.31	48.17	0.201	0.06	0.446	55.09	-0.028116	0.089855
61.51	51.98	55.56	56.35	0.235	0.074	0.465	52.84	-0.512749	0.10757
55.19	41.3	53.89	50.12	0.2	0.025	0.422	59.58	-0.210946	0.090909
57.61	49.38	53.62	53.53	0.18	-0.017	0.399	58.41	-0.2815	0.0475
53.7	48.64	58.37	53.57	0.187	-0.011	0.4	60.63	0.337891	0.109375
49.04	44.83	54.41	49.43	0.159	0.007	0.409	60.48	0.340385	0.134615
58.16	50.21	57.74	55.37	0.163	-0.017	0.409	61	-1.023109	0.063025
57.77	50.24	55.57	54.53	0.21	0.059	0.45	59.18	-0.66651	0.058176
56.19	42.48	57.32	52.0	0.254	0.087	0.471	54.92	-0.344775	0.116803
59.15	41.11	52.32	50.86	0.224	0.037	0.426	56.76	0.192645	0.073548
60.44	48.06	51.02	53.17	0.229	0.044	0.45	55.48	-0.798333	0.046296
58.4	46.6	63.8	56.27	0.285	0.173	0.527	47.35	-0.16012	0.082164
52.87	55.44	51.51	53.27	0.163	-0.076	0.38	59.65	-0.499244	0.06354
52.73	40.84	60.45	51.34	0.201	0.038	0.438	53.26	-0.339452	0.114332
55.56	46.08	54.27	51.97	0.183	0.017	0.423	57.13	-0.269438	0.083138
41.74	45.22	54.78	47.25	0.155	-0.017	0.404	57.96	-0.317544	0.087719
58.23	45.41	52.17	51.94	0.177	-0.017	0.393	55.99	-0.294097	0.069444
54.29	41.49	54.94	50.24	0.208	0.048	0.432	59.13	0.045454	0.099026
54.27	43.17	56.48	51.31	0.208	0.047	0.433	57.98	-0.048889	0.08547
55.68	52.16	47.68	51.84	0.177	-0.111	0.354	57.26	-0.496635	0.073718
57.84	39.87	51.31	49.67	0.213	0.013	0.422	59.57	-0.034098	0.052459
55.21	44.23	51.55	50.33	0.174	0.03	0.425	60.44	-0.10339	0.087571
54.76	42.52	58.16	51.81	0.19	0.004	0.405	61	-0.080546	0.081911
59.49	44.73	47.68	50.63	0.223	0.047	0.451	47.7	-0.447881	0.127119
58.72	46.26	52.43	52.47	0.197	0.002	0.417	56.79	-0.650594	0.055819
53.78	43.94	54.81	50.84	0.211	0.061	0.447	57.43	0.162886	0.100802
55.04	43.01	55.15	51.07	0.228	0.066	0.448	59.01	0.079826	0.109544
60.87	41.74	53.04	51.88	0.186	-0.105	0.35	57.65	-0.062445	0.078603
53.77	40.98	55.74	50.16	0.215	0.019	0.417	60.76	-0.125987	0.085526
58.97	42.45	51.76	51.06	0.229	0.086	0.462	53.93	-0.148194	0.089354
57.14	41.98	53.94	51.02	0.216	0.013	0.419	55.58	-0.123099	0.122807
53.8	45.11	66.85	55.25	0.192	0.008	0.409	51.38	-0.020219	0.071038
59.13	38.46	52.4	50.0	0.286	0.137	0.505	52.14	-0.201449	0.05314
48.49	43.97	62.28	51.58	0.202	0.079	0.453	56.36	0.093088	0.12959
52.38	48.57	52.76	51.24	0.205	0.007	0.43	57.43	-0.100763	0.114504
57.65	39.8	58.67	52.04	0.275	0.107	0.484	52.55	-0.039131	0.076726
60.18	54.87	59.29	58.11	0.295	0.074	0.482	53.51	-0.15	0.098214
57.14	38.62	55.56	50.44	0.273	0.088	0.473	52.2	-0.008223	0.06366
59.35	44.39	50.35	51.37	0.206	0.055	0.446	57.78	-0.00749	0.058704
45.24	46.43	55.95	49.21	0.185	0.112	0.468	61	0.459036	0.096386
42.6	44.39	56.5	47.83	0.22	0.09	0.467	61	0.132433	0.099099
50.4	47.45	51.21	49.69	0.178	0.034	0.423	58.4	0.201613	0.129032
53.98	33.63	47.79	45.13	0.216	0.06	0.45	60.54	-0.458036	0.098214
55.26	44.94	50.2	50.13	0.176	0.013	0.414	58.77	-0.092089	0.111562
61.7	50.24	48.33	53.42	0.214	0.006	0.431	56.75	-1.009465	0.062141
48.25	51.05	51.75	50.35	0.181	-0.053	0.409	52.16	-0.685915	0.070423
59.02	44.26	52.46	51.91	0.209	-0.109	0.356	50.86	0.261667	0.066667
59.26	34.39	57.67	50.44	0.207	0.045	0.431	57.62	-0.203723	0.053191
55.98	56.41	49.15	53.85	0.206	0.039	0.445	59.4	-0.449356	0.064378
44.0	42.8	60.4	49.07	0.218	0.083	0.471	57.74	0.160241	0.128514
58.62	56.9	43.1	52.87	0.206	0.065	0.426	47.75	0.435088	0.052632
52.27	40.18	57.1	49.85	0.214	0.019	0.429	60.53	-0.23	0.084848
55.72	40.69	56.54	50.98	0.23	0.092	0.472	52.16	-0.50311	0.096563
58.8	39.04	58.8	52.21	0.207	0.045	0.43	57.64	-0.156763	0.10628
57.83	38.55	58.55	51.65	0.208	0.031	0.424	57.31	-0.234299	0.10628
54.48	41.68	51.19	49.12	0.211	0.044	0.44	57.74	-0.296886	0.093407
54.24	45.2	53.67	51.04	0.147	-0.053	0.377	54.1	-0.778977	0.0625
58.93	49.64	51.43	53.33	0.202	0.017	0.429	58.33	-0.649821	0.053763
56.16	42.16	54.95	51.09	0.179	0.005	0.399	54.02	0.292683	0.077744
59.4	48.39	57.57	55.12	0.157	0.005	0.408	55.52	-0.433563	0.03908
56.4	41.82	54.13	50.78	0.195	-0.027	0.398	58.67	-0.272403	0.092532
58.31	38.31	58.31	51.65	0.229	0.09	0.456	55.98	-0.157729	0.111111
56.33	45.41	50.78	50.84	0.191	0.054	0.439	60.23	0.330903	0.116319
56.76	47.75	57.66	54.05	0.23	0.172	0.5	61	-0.427273	0.1
52.63	40.79	60.09	51.17	0.186	-0.069	0.373	56.51	-0.299559	0.110132
56.46	38.38	58.12	50.98	0.242	0.124	0.473	57.26	0.060813	0.07024
52.38	36.51	61.11	50.0	0.301	0.039	0.471	61	-0.7784	0.072
58.93	48.58	52.59	53.37	0.204	-0.005	0.426	55.55	-0.956187	0.071906
53.89	39.48	57.93	50.43	0.221	0.058	0.447	59.54	-0.254913	0.104046
50.24	49.27	65.85	55.12	0.173	-0.081	0.39	52.29	-1.264706	0.058824
40.49	59.02	62.44	53.98	0.19	0.032	0.442	50.06	-0.752941	0.078431
49.44	43.33	63.33	52.04	0.172	0.056	0.456	48.2	-0.87095	0.139665
54.81	51.26	53.96	53.34	0.154	-0.089	0.353	48.84	-0.6375	0.050676
56.97	43.64	54.21	51.61	0.208	0.028	0.433	56.2	-0.469172	0.102761
60.02	48.5	47.47	52.0	0.226	0.047	0.438	53.48	-0.588581	0.074971
60.02	48.5	47.47	52.0	0.226	0.047	0.438	53.48	-0.588581	0.074971
56.97	43.64	54.21	51.61	0.208	0.028	0.433	56.2	-0.469172	0.102761
59.08	48.41	55.62	54.37	0.135	-0.097	0.358	51.94	-1.102601	0.075145
50.25	49.25	67.66	55.72	0.157	-0.095	0.378	49.42	-1.175	0.06
53.98	41.89	57.82	51.23	0.206	0.048	0.436	57.45	-0.21361	0.094675
57.45	40.55	54.55	50.85	0.181	-0.043	0.387	58.44	-0.242805	0.083789
63.92	38.43	52.55	51.63	0.241	-0.022	0.429	56.37	-1.200787	0.03937
56.23	45.72	53.7	51.88	0.209	0.061	0.446	57.86	-0.539571	0.072125
56.48	47.67	58.31	54.15	0.215	0.07	0.457	56.83	-0.225291	0.078203
62.2	42.94	52.03	52.39	0.196	-0.002	0.407	59.49	-0.171258	0.063473
54.66	36.01	52.09	47.59	0.224	0.038	0.443	60.67	-0.095161	0.090323
54.71	47.25	60.92	54.29	0.221	0.074	0.461	53.85	-0.257473	0.103203
55.66	43.45	58.71	52.6	0.225	0.078	0.463	54.39	-0.255576	0.118705
54.22	39.11	53.78	49.04	0.223	-0.002	0.434	59.55	-1.144197	0.044643
56.35	41.8	53.66	50.6	0.2	0.025	0.428	58.83	-0.34245	0.082435
44.6	35.21	62.44	47.42	0.215	0.065	0.446	50.27	0.506604	0.188679
53.68	42.81	55.02	50.5	0.182	0.04	0.423	58.05	-0.071189	0.087102
55.75	48.67	54.87	53.1	0.214	0.048	0.451	56.5	-0.628889	0.04
47.9	44.82	54.06	48.93	0.213	0.013	0.444	61	-0.275843	0.13764
54.36	44.77	52.96	50.7	0.172	0.037	0.418	58.23	0.0363	0.071553
51.96	42.61	59.13	51.23	0.221	0.089	0.459	55.82	-0.071895	0.100218
53.6	46.23	57.71	52.51	0.229	0.14	0.488	56.2	-0.072384	0.090909
44.44	63.43	53.7	53.86	0.187	-0.006	0.417	61	0.320465	0.065116
55.75	43.99	59.85	53.2	0.195	0.071	0.432	58.01	0.189231	0.084615
49.19	39.11	56.45	48.25	0.219	0.004	0.418	61	-0.261538	0.121457
56.04	42.91	52.36	50.44	0.194	0.04	0.42	55.02	-0.059123	0.089474
56.1	45.38	57.47	52.98	0.25	0.108	0.485	52.58	-0.46347	0.0879
55.5	40.83	50.0	48.78	0.167	-0.024	0.397	60.52	-0.22765	0.105991
58.66	48.16	57.3	54.71	0.242	0.05	0.461	51.48	-0.230738	0.076503
48.41	50.0	60.32	52.91	0.291	0.235	0.567	55.08	-0.12749	0.123506
54.76	46.67	56.19	52.54	0.191	0.067	0.456	48.5	-0.727273	0.086124
57.34	46.05	59.6	54.33	0.26	0.082	0.463	56.28	-0.166006	0.110482
48.6	39.72	55.14	47.82	0.214	0.009	0.411	61	0.086854	0.13615
55.22	47.67	52.97	51.95	0.187	0.022	0.428	56.86	-0.45627	0.075563
54.9	37.54	59.1	50.51	0.212	0.03	0.431	58.14	-0.233427	0.123596
60.42	42.18	52.48	51.7	0.225	0.067	0.451	56.89	-0.551459	0.065798
55.97	43.69	53.24	50.97	0.165	-0.091	0.35	60.66	-0.603767	0.047945
58.44	47.81	58.13	54.79	0.238	0.097	0.477	59.92	-0.029781	0.075235
59.88	46.31	49.85	52.02	0.199	-0.026	0.391	56.83	-0.026332	0.073964
61.72	38.93	56.82	52.49	0.23	0.092	0.461	53.18	-0.082424	0.085153
53.03	49.09	54.55	52.22	0.159	0.037	0.421	55.19	0.546201	0.094225
55.92	42.57	53.29	50.59	0.199	0.048	0.44	59.06	-0.310628	0.053644
51.87	44.51	50.0	48.79	0.206	0.02	0.43	60.19	-0.288187	0.094737
61.17	33.14	55.33	49.88	0.286	0.059	0.474	56.59	-1.325783	0.052707
59.45	49.2	49.66	52.77	0.225	0.013	0.431	56.51	-1.128539	0.03653
60.94	45.0	57.5	54.48	0.215	0.084	0.467	53.1	-0.266144	0.065831
56.22	48.93	50.21	51.79	0.229	0.036	0.442	59.16	-0.328017	0.073276
59.13	45.43	50.0	51.52	0.219	0.059	0.445	59.7	-0.209586	0.084967
54.8	46.7	50.96	50.82	0.203	0.042	0.434	56.03	-0.15406	0.083333
53.03	44.85	53.94	50.61	0.154	-0.009	0.39	58.45	0.59696	0.097264
60.08	38.66	50.0	49.58	0.236	0.071	0.445	56.42	-0.057384	0.105485
58.2	44.67	53.28	52.05	0.279	0.14	0.496	57.89	-0.187654	0.09465
61.54	50.0	39.23	50.26	0.151	-0.006	0.415	61	-0.744961	0.054264
53.59	44.56	54.0	50.72	0.189	0.025	0.409	59.27	0.175103	0.076132
57.72	37.92	54.36	50.0	0.237	0.1	0.469	60.59	-0.056903	0.070707
58.33	41.15	54.86	51.45	0.205	-0.013	0.411	55.97	-0.385739	0.081739
53.22	44.76	59.85	52.61	0.243	0.123	0.481	55.7	0.065385	0.136538
62.12	48.48	68.18	59.6	0.308	0.231	0.548	36.66	0.078461	0.076923
52.86	48.57	62.14	54.52	0.255	0.217	0.53	49.42	0.439568	0.136691
64.94	49.43	56.9	57.09	0.161	-0.069	0.357	53.85	-0.404624	0.023121
62.12	48.48	68.18	59.6	0.308	0.231	0.548	36.66	0.078461	0.076923
52.86	48.57	62.14	54.52	0.255	0.217	0.53	49.42	0.439568	0.136691
64.94	49.43	56.9	57.09	0.161	-0.069	0.357	53.85	-0.404624	0.023121
58.79	45.73	51.76	52.09	0.164	-0.074	0.362	57.05	-0.383333	0.111111
63.09	42.95	54.36	53.47	0.198	0.069	0.451	57.11	-0.506757	0.087838
55.64	47.37	52.63	51.88	0.234	0.044	0.445	60.69	-0.392076	0.075472
62.5	51.34	54.02	55.95	0.189	0.0	0.422	61	-0.699103	0.049327
54.91	46.18	57.45	52.85	0.219	0.018	0.434	60.25	-0.290876	0.072993
54.72	48.03	52.36	51.71	0.252	0.094	0.479	57.79	-0.412253	0.079051
54.39	43.92	58.78	52.36	0.215	0.091	0.467	55.56	-0.310508	0.081356
54.67	42.56	48.44	48.56	0.187	-0.036	0.383	60.67	-0.327431	0.076389
50.0	42.52	53.54	48.69	0.203	0.051	0.451	58.04	-0.284585	0.094862
51.79	39.64	64.29	51.9	0.174	-0.072	0.376	53.76	-0.265592	0.107527
55.64	41.25	56.81	51.23	0.168	-0.037	0.392	57.02	-0.550781	0.070313
57.14	38.89	55.56	50.53	0.195	0.0	0.421	57	-0.6328	0.048
61.67	49.57	60.23	57.16	0.245	0.151	0.503	51.16	-0.442197	0.078035
51.95	59.74	46.75	52.81	0.141	-0.054	0.373	48.42	-0.15	0.092105
59.58	43.33	51.25	51.39	0.184	0.004	0.409	60.8	-0.361925	0.09205
55.98	41.31	63.32	53.54	0.244	0.102	0.474	55.02	-0.47907	0.077519
60.71	59.52	44.05	54.76	0.192	0.083	0.463	46.65	-0.480723	0.048193
55.52	40.99	53.49	50.0	0.207	0.06	0.453	56.14	-0.437318	0.090379
59.91	41.74	53.75	51.8	0.222	0.084	0.457	58.95	-0.241053	0.085714
51.55	42.23	57.77	50.52	0.244	0.072	0.464	58.85	-0.17039	0.075325
53.3	43.96	51.92	49.73	0.184	-0.024	0.401	58.61	-0.030303	0.063361
55.38	43.28	56.18	51.61	0.252	0.136	0.496	56.6	-0.054717	0.067385
53.07	42.46	53.63	49.72	0.223	0.058	0.466	56.98	-0.574157	0.073034
56.8	52.0	56.4	55.07	0.175	0.004	0.409	58.9	-0.382731	0.076305
54.28	35.86	57.24	49.12	0.243	0.088	0.469	57.96	-0.323762	0.108911
48.08	43.73	55.24	49.02	0.271	0.14	0.507	56.41	0.078718	0.079487
55.32	48.58	54.26	52.72	0.256	0.088	0.486	59.15	-0.653381	0.074733
55.6	45.23	59.13	53.32	0.286	0.153	0.514	46.68	-0.322015	0.091381
52.27	44.86	58.91	52.01	0.254	0.136	0.503	48.39	-0.408926	0.093797
55.1	46.15	52.19	51.15	0.278	0.138	0.506	54.07	-0.137643	0.093848
51.87	47.83	53.97	51.22	0.272	0.167	0.524	49.63	-0.291591	0.094595
57.38	44.26	52.79	51.48	0.226	0.038	0.442	60.08	-0.177632	0.105263
54.55	43.32	53.48	50.45	0.215	0.034	0.431	61	-0.106452	0.102151
51.87	38.24	60.0	50.04	0.209	0.072	0.449	55.91	-0.147137	0.10793
55.95	40.97	56.83	51.25	0.204	0.047	0.435	61	-0.175221	0.084071
63.93	48.39	60.41	57.58	0.302	0.216	0.544	38.23	0.21147	0.058824
57.02	44.18	52.4	51.2	0.22	0.114	0.476	55.41	0.062607	0.068611
61.98	35.14	54.31	50.48	0.212	-0.01	0.417	56.66	-0.851603	0.038462
57.55	41.22	59.18	52.65	0.176	-0.025	0.378	56.3	0.806148	0.081967
50.0	32.43	70.27	50.9	0.293	0.094	0.478	46.69	-0.363014	0.068493
57.66	50.77	54.73	54.39	0.151	-0.07	0.366	55.67	-0.378276	0.089655
53.44	39.06	50.94	47.81	0.193	0.037	0.414	55.75	0.27116	0.097179
57.11	46.23	52.72	52.02	0.198	-0.041	0.389	58.38	-0.351992	0.09434
49.55	41.25	57.57	49.46	0.197	0.078	0.449	60.43	0.348214	0.10119
50.0	50.0	55.81	51.94	0.242	0.077	0.452	40.09	0.621176	0.070588
46.94	64.29	43.88	51.7	0.26	-0.007	0.457	61	-0.452577	0.0
58.63	43.25	50.39	50.76	0.19	0.017	0.418	59.88	-0.28696	0.076983
55.31	45.13	52.21	50.88	0.204	0.101	0.47	58.47	-0.304878	0.097561
54.5	41.69	51.23	49.14	0.203	-0.055	0.388	60.92	-0.433607	0.125683
61.04	45.72	53.38	53.38	0.246	0.095	0.473	52.85	-0.667193	0.014656
52.89	45.11	52.5	50.17	0.221	0.106	0.471	60.97	-0.1098	0.094
53.24	44.03	54.95	50.74	0.237	0.115	0.481	57.63	-0.328767	0.085616
58.17	39.88	62.67	53.57	0.297	0.114	0.493	42.46	-0.307658	0.043544
58.19	46.1	53.11	52.47	0.194	0.015	0.424	59.28	-0.483145	0.073529
58.53	51.18	53.24	54.31	0.187	0.005	0.412	55.96	0.40059	0.091445
51.13	41.1	58.9	50.38	0.234	0.049	0.446	49.32	-0.290703	0.095477
55.61	44.39	52.68	50.89	0.219	0.033	0.433	57.84	-0.346569	0.102941
66.39	49.72	61.02	59.04	0.335	0.253	0.6	36.98	-1.32069	0.171034
51.6	45.74	50.0	49.11	0.275	0.156	0.514	56.15	-0.068984	0.085561
54.58	51.15	57.25	54.33	0.187	0.054	0.435	60.86	-0.190421	0.068966
55.42	38.85	51.74	48.67	0.178	0.042	0.421	54.68	0.008607	0.090164
54.35	41.3	58.33	51.33	0.22	0.018	0.424	57.11	-0.048	0.105455
57.09	43.66	53.36	51.37	0.26	0.089	0.472	61	-0.59588	0.104869
51.34	50.49	51.83	51.22	0.233	0.069	0.468	59.27	-0.105141	0.112607
57.64	37.5	56.02	50.39	0.285	0.102	0.482	51.82	-0.328074	0.083527
57.26	35.36	56.46	49.69	0.255	0.092	0.472	50.55	-0.129894	0.082011
59.92	41.48	54.11	51.84	0.271	0.144	0.497	50.23	-0.203815	0.074297
61.17	58.25	50.49	56.63	0.15	-0.064	0.358	47.06	0.114706	0.068627
57.96	55.41	54.78	56.05	0.216	0.118	0.483	53.07	-0.049359	0.076923
60.0	45.0	53.0	52.67	0.269	0.059	0.455	50.88	0.280904	0.060302
60.47	39.53	48.81	49.6	0.21	0.013	0.424	59.35	-0.285743	0.071287
65.32	48.84	60.69	58.29	0.258	0.11	0.481	41.61	0.189275	0.057971
55.51	45.14	56.37	52.34	0.189	-0.001	0.408	57.77	-0.119264	0.112554
46.67	42.67	52.0	47.11	0.168	0.011	0.389	61	0.1	0.094595
60.0	48.49	56.16	54.89	0.298	0.188	0.528	47.79	0.104396	0.076923
56.52	43.48	50.55	50.18	0.184	0.029	0.422	58.09	-0.148716	0.074948
55.26	44.44	54.68	51.46	0.179	0.034	0.423	59.42	-0.146334	0.079179
59.03	50.95	56.4	55.46	0.241	0.047	0.454	51.62	-0.772536	0.043364
56.76	45.7	51.84	51.43	0.205	0.064	0.441	55.85	-0.247602	0.094711
58.47	40.44	65.03	54.64	0.258	0.09	0.482	46.89	-0.478022	0.071429
60.58	45.73	51.88	52.73	0.167	0.002	0.399	57.66	-0.195043	0.046154
63.93	50.0	60.66	58.2	0.204	-0.026	0.42	48.55	-1.120822	0.027397
63.56	45.25	60.51	56.44	0.219	0.033	0.446	58.57	-0.918166	0.03056
57.77	40.5	53.22	50.5	0.195	-0.019	0.406	59	-0.53066	0.061321
59.45	53.91	48.37	53.91	0.205	-0.023	0.414	59.43	-0.565742	0.034258
45.1	27.45	60.78	44.44	0.21	0.082	0.458	33.62	-0.398	0.16
52.47	51.23	64.2	55.97	0.24	0.159	0.506	53.04	-0.392879	0.083591
60.15	44.44	54.02	52.87	0.223	0.058	0.455	61	-0.294231	0.119231
57.51	43.0	53.94	51.48	0.249	0.08	0.459	54.76	-0.034949	0.104592
62.58	40.88	51.26	51.57	0.177	0.01	0.405	58.73	-0.296215	0.088328
53.27	37.69	56.78	49.25	0.247	0.124	0.473	58.18	0.114141	0.156566
57.52	50.38	50.75	52.88	0.21	-0.017	0.416	58.49	-0.538113	0.049057
53.89	42.28	58.13	51.43	0.199	0.048	0.432	54.73	-0.020954	0.116183
50.88	53.8	53.22	52.63	0.176	-0.112	0.361	61	-0.284751	0.052786
46.13	41.29	60.0	49.14	0.21	0.151	0.491	53.93	0.2589	0.145631
57.84	39.26	52.86	49.99	0.202	0.013	0.421	58.22	-0.473511	0.095008
60.0	49.47	51.05	53.51	0.22	0.082	0.486	55.15	-0.119577	0.111111
55.54	49.34	55.15	53.34	0.187	-0.003	0.416	58.25	-0.683223	0.062087
52.2	49.27	58.54	53.33	0.286	0.213	0.552	54.24	-0.084314	0.078431
58.36	44.43	51.57	51.45	0.233	0.076	0.463	58.09	-0.250436	0.054101
58.37	45.53	53.66	52.52	0.245	0.117	0.486	54.91	-0.128176	0.058632
72.86	57.14	61.43	63.81	0.214	0.069	0.448	30.75	0.292754	0.072464
53.29	41.01	56.14	50.15	0.203	0.055	0.435	58.98	-0.093626	0.09011
51.47	52.94	59.56	54.66	0.191	0.061	0.447	50.85	0.334074	0.066667
55.17	53.72	59.17	56.02	0.219	0.096	0.478	49.06	-0.488182	0.056364
56.74	45.69	58.8	53.75	0.23	0.07	0.455	56.42	-0.142589	0.069418
54.98	42.65	50.71	49.45	0.221	-0.003	0.431	61	-0.99381	0.090476
52.92	46.77	60.62	53.44	0.217	0.098	0.464	54.45	0.115741	0.074074
53.26	42.32	56.84	50.81	0.215	0.109	0.468	59.98	0.45211	0.126582
52.21	44.6	56.28	51.03	0.165	-0.051	0.367	58.25	0.496099	0.106383
60.35	44.79	50.35	51.83	0.235	0.071	0.458	56.66	-0.484295	0.065323
51.3	46.89	52.33	50.17	0.191	0.041	0.425	58.61	0.688571	0.119481
55.14	41.44	63.01	53.2	0.249	0.126	0.496	56.83	-0.499656	0.09622
58.19	43.94	54.39	52.18	0.229	0.099	0.474	54.57	-0.188571	0.066667
53.27	44.86	61.68	53.27	0.246	0.168	0.515	48.55	-0.568868	0.084906
52.36	43.35	65.24	53.65	0.257	0.135	0.507	44.96	-0.219828	0.099138
63.38	38.03	53.24	51.55	0.206	-0.016	0.419	61	-1.413559	0.070621
56.98	49.72	53.63	53.45	0.207	0.052	0.444	58.12	-0.008427	0.095506
57.27	56.12	51.5	54.97	0.177	-0.017	0.413	56.1	-0.687731	0.06713
54.37	41.41	54.86	50.21	0.22	0.07	0.45	57.3	-0.091454	0.111984
55.47	45.7	48.44	49.87	0.213	0.043	0.439	55.18	-0.280784	0.094118
63.98	44.94	48.93	52.62	0.228	0.024	0.432	58.25	-0.734111	0.033311
56.37	49.59	47.15	51.04	0.16	-0.111	0.342	61	-0.234783	0.0625
