GeneID,Total_Codons,A%,T%,G%,C%
Psal_003935,846,19.39,26.95,23.76,29.91
Psal_003936,111,14.41,31.53,9.91,44.14
Psal_003937,121,16.53,28.1,23.97,31.4
Psal_003938,219,13.7,28.77,18.26,39.27
Psal_003939,261,19.16,26.05,25.29,29.5
Psal_003940,186,25.27,25.81,16.13,32.8
Psal_003941,1003,19.84,30.51,25.52,24.13
Psal_003942,280,19.29,33.21,15.0,32.5
Psal_003943,266,18.42,29.7,17.67,34.21
Psal_003944,177,19.77,23.73,24.86,31.64
Psal_003945,64,20.31,15.62,37.5,26.56
Psal_003946,279,18.28,19.35,30.11,32.26
Psal_003947,97,19.59,23.71,29.9,26.8
Psal_003948,136,25.74,24.26,28.68,21.32
Psal_003949,277,17.33,33.21,13.72,35.74
Psal_003950,246,24.39,28.46,15.45,31.71
Psal_003951,105,7.62,37.14,8.57,46.67
Psal_003952,606,19.97,24.42,29.21,26.4
Psal_003953,194,12.37,31.96,13.4,42.27
Psal_003954,341,16.13,26.98,19.65,37.24
Psal_003955,229,17.03,35.37,12.66,34.93
Psal_003956,480,20.0,28.75,23.54,27.71
Psal_003957,151,23.18,23.18,20.53,33.11
Psal_003958,289,22.15,23.53,25.95,28.37
Psal_003959,223,5.38,29.6,21.08,43.95
Psal_003960,252,19.44,26.59,21.83,32.14
Psal_003961,274,24.82,23.36,18.25,33.58
Psal_003962,287,23.0,20.21,24.04,32.75
Psal_003963,151,23.18,23.84,19.87,33.11
Psal_003964,221,23.98,26.7,27.6,21.72
Psal_003965,336,24.4,27.08,23.21,25.3
Psal_003966,286,20.28,20.98,27.97,30.77
Psal_003967,53,22.64,22.64,24.53,30.19
Psal_003968,131,21.37,28.24,23.66,26.72
Psal_003969,855,14.62,26.78,31.7,26.9
Psal_003970,46,30.43,28.26,19.57,21.74
Psal_003971,61,26.23,26.23,26.23,21.31
Psal_003972,73,24.66,36.99,15.07,23.29
Psal_003973,157,24.2,22.93,26.75,26.11
Psal_003974,291,24.05,21.65,25.77,28.52
Psal_003975,325,17.23,27.08,17.54,38.15
Psal_003976,301,22.26,22.59,23.59,31.56
Psal_003977,289,23.18,25.61,21.11,30.1
Psal_003978,292,20.21,21.92,25.0,32.88
Psal_003979,239,19.67,29.71,23.43,27.2
Psal_003980,67,29.85,25.37,28.36,16.42
Psal_003981,96,13.54,28.12,8.33,50.0
Psal_003982,255,18.82,21.96,25.88,33.33
Psal_003983,100,22.0,25.0,29.0,24.0
Psal_003984,112,8.04,25.0,28.57,38.39
Psal_003985,80,11.25,26.25,13.75,48.75
Psal_003986,80,25.0,26.25,32.5,16.25
Psal_003987,469,20.68,34.33,20.26,24.73
Psal_003988,394,21.83,35.53,21.32,21.32
Psal_003989,245,28.98,21.22,24.08,25.71
Psal_003990,87,29.89,21.84,25.29,22.99
Psal_003991,300,24.0,22.0,31.67,22.33
Psal_003992,148,14.19,31.08,14.19,40.54
Psal_003993,246,23.58,23.58,22.36,30.49
Psal_003994,788,19.92,28.93,20.69,30.46
Psal_003995,276,21.74,26.81,20.65,30.8
Psal_003996,231,16.45,31.17,20.35,32.03
Psal_003997,255,29.41,27.45,19.22,23.92
Psal_003998,222,18.92,27.03,29.73,24.32
Psal_003999,483,24.43,25.88,26.29,23.4
Psal_004000,297,6.4,38.72,7.07,47.81
Psal_004001,656,20.12,29.12,22.87,27.9
Psal_004002,109,14.68,22.02,41.28,22.02
Psal_004003,153,23.53,25.49,26.8,24.18
Psal_004004,126,19.84,18.25,26.98,34.92
Psal_004005,196,23.47,25.0,30.61,20.92
Psal_004006,278,11.51,31.65,12.59,44.24
Psal_004007,327,14.68,27.52,29.05,28.75
Psal_004008,285,20.0,28.07,22.46,29.47
Psal_004009,170,22.94,21.76,24.12,31.18
Psal_004010,515,19.81,27.77,26.8,25.63
Psal_004011,122,23.77,19.67,21.31,35.25
Psal_004012,199,25.13,24.62,24.62,25.63
Psal_004013,436,14.91,30.05,18.12,36.93
Psal_004014,337,22.26,26.71,18.1,32.94
Psal_004015,587,23.34,26.58,29.47,20.61
Psal_004016,107,10.28,33.64,8.41,47.66
Psal_004017,461,21.26,21.48,24.3,32.97
Psal_004018,309,23.62,23.3,23.3,29.77
Psal_004019,80,26.25,23.75,20.0,30.0
Psal_004020,122,22.95,26.23,16.39,34.43
Psal_004021,136,23.53,20.59,21.32,34.56
Psal_004022,289,14.53,27.34,14.19,43.94
Psal_004023,701,21.11,30.1,22.54,26.25
Psal_004024,75,24.0,22.67,29.33,24.0
Psal_004025,316,22.78,25.32,21.52,30.38
Psal_004026,367,23.16,27.25,24.8,24.8
Psal_004027,96,19.79,20.83,19.79,39.58
Psal_004028,105,19.05,35.24,15.24,30.48
Psal_004029,318,22.96,24.84,22.64,29.56
Psal_004030,307,23.45,23.45,22.8,30.29
Psal_004031,106,10.38,34.91,9.43,45.28
Psal_004032,324,19.14,29.01,17.28,34.57
Psal_004033,343,18.95,25.07,30.32,25.66
Psal_004034,278,14.75,25.9,24.1,35.25
Psal_004035,67,23.88,26.87,20.9,28.36
Psal_004036,79,13.92,32.91,20.25,32.91
Psal_004037,137,19.71,22.63,24.82,32.85
Psal_004038,176,14.77,30.68,18.75,35.8
Psal_004039,241,12.45,33.61,19.5,34.44
Psal_004040,88,6.82,35.23,10.23,47.73
Psal_004041,165,18.79,27.27,15.76,38.18
Psal_004042,173,13.29,26.59,18.5,41.62
Psal_004043,137,15.33,29.93,20.44,34.31
Psal_004044,289,14.53,27.34,24.22,33.91
Psal_004045,298,17.79,34.56,22.15,25.5
Psal_004046,294,18.71,24.49,21.09,35.71
Psal_004047,163,25.15,28.22,18.4,28.22
Psal_004048,65,30.77,16.92,20.0,32.31
Psal_004049,111,8.11,36.04,11.71,44.14
Psal_004050,394,22.59,19.8,27.66,29.95
Psal_004051,462,22.73,24.03,24.24,29.0
Psal_004052,161,22.98,24.22,21.12,31.68
Psal_004053,327,20.8,30.28,22.63,26.3
Psal_004054,345,21.74,31.3,22.03,24.93
Psal_004055,114,28.07,19.3,26.32,26.32
Psal_004056,163,15.34,21.47,25.77,37.42
Psal_004057,348,16.09,28.74,17.24,37.93
Psal_004058,149,22.82,22.15,30.2,24.83
Psal_004059,166,19.88,27.11,18.67,34.34
Psal_004060,168,16.07,30.36,22.62,30.95
Psal_004061,309,23.3,25.57,21.04,30.1
Psal_004062,343,23.32,27.11,20.99,28.57
Psal_004063,180,23.89,25.0,26.11,25.0
Psal_004064,353,17.28,28.61,22.66,31.44
Psal_004065,314,21.66,23.89,21.97,32.48
Psal_004066,192,23.96,28.65,17.71,29.69
Psal_004067,125,26.4,24.8,26.4,22.4
Psal_004068,205,16.1,31.71,22.44,29.76
Psal_004069,58,15.52,32.76,20.69,31.03
Psal_004070,295,23.05,27.12,23.05,26.78
Psal_004071,45,15.56,20.0,20.0,44.44
Psal_004072,182,22.53,30.77,20.33,26.37
Psal_004073,183,25.68,31.69,16.39,26.23
Psal_004074,273,24.91,34.8,15.38,24.91
Psal_004075,61,18.03,40.98,16.39,24.59
Psal_004076,133,21.05,27.82,18.05,33.08
Psal_004077,323,23.53,24.77,23.22,28.48
Psal_004078,389,19.79,28.79,20.82,30.59
Psal_004079,110,17.27,33.64,30.0,19.09
Psal_004080,280,16.79,27.86,17.86,37.5
Psal_004081,524,17.56,26.34,25.57,30.53
Psal_004082,549,21.49,30.42,24.04,24.04
Psal_004083,203,19.21,33.5,19.7,27.59
Psal_004084,116,18.97,31.03,11.21,38.79
Psal_004085,281,25.98,26.33,19.93,27.76
Psal_004086,149,16.78,22.82,28.19,32.21
Psal_004087,356,20.51,25.28,22.47,31.74
Psal_004088,128,27.34,21.88,33.59,17.19
Psal_004089,746,13.81,20.11,42.63,23.46
Psal_004090,75,17.33,33.33,18.67,30.67
Psal_004091,396,12.63,27.27,23.23,36.87
Psal_004092,221,21.72,24.89,25.79,27.6
Psal_004093,215,24.65,24.19,19.53,31.63
Psal_004094,323,20.12,27.86,22.6,29.41
Psal_004095,273,22.71,22.34,24.54,30.4
Psal_004096,349,20.06,28.08,22.06,29.8
Psal_004098,181,21.55,25.41,19.34,33.7
Psal_004099,127,21.26,18.11,25.98,34.65
Psal_004100,34,14.71,26.47,29.41,29.41
Psal_004101,280,20.36,27.14,22.14,30.36
Psal_004102,569,15.99,26.19,22.32,35.5
Psal_004103,85,21.18,27.06,23.53,28.24
Psal_004104,68,23.53,33.82,5.88,36.76
Psal_004105,197,22.34,28.43,21.32,27.92
Psal_004106,254,22.83,20.08,25.59,31.5
Psal_004107,272,22.43,22.79,27.21,27.57
Psal_004108,268,20.52,26.87,22.76,29.85
Psal_004109,187,19.79,20.86,25.13,34.22
Psal_004110,398,18.84,23.62,21.61,35.93
Psal_004111,81,14.81,20.99,35.8,28.4
Psal_004112,169,18.93,21.3,18.93,40.83
Psal_004113,239,16.74,21.34,31.8,30.13
Psal_004114,235,22.55,25.53,18.72,33.19
Psal_004115,423,17.97,24.82,25.53,31.68
Psal_004116,348,21.55,35.92,22.41,20.11
Psal_004117,878,21.87,27.45,20.84,29.84
Psal_004118,336,25.3,25.6,23.81,25.3
Psal_004119,278,21.22,24.46,18.35,35.97
Psal_004120,399,18.8,24.56,27.07,29.57
Psal_004121,102,10.78,35.29,16.67,37.25
Psal_004122,132,20.45,25.0,28.79,25.76
Psal_004123,713,20.62,27.21,20.76,31.42
Psal_004124,80,15.0,40.0,23.75,21.25
Psal_004125,391,24.3,23.02,21.99,30.69
Psal_004126,389,23.65,19.79,24.16,32.39
Psal_004127,132,21.21,25.0,23.48,30.3
Psal_004128,327,17.43,26.61,21.71,34.25
Psal_004129,121,17.36,31.4,19.01,32.23
Psal_004130,254,24.02,22.83,23.23,29.92
Psal_004131,299,20.74,22.74,24.08,32.44
Psal_004132,261,20.31,18.77,24.14,36.78
Psal_004133,160,22.5,25.0,22.5,30.0
Psal_004134,182,19.23,26.92,27.47,26.37
Psal_004135,80,26.25,21.25,15.0,37.5
Psal_004136,125,20.0,34.4,21.6,24.0
Psal_004137,238,16.81,31.51,22.27,29.41
Psal_004138,105,20.95,22.86,26.67,29.52
Psal_004139,521,21.31,31.67,23.22,23.8
Psal_004140,440,20.0,27.5,26.59,25.91
Psal_004141,561,16.22,28.7,21.03,34.05
Psal_004142,467,21.84,25.48,20.99,31.69
Psal_004143,97,24.74,26.8,26.8,21.65
Psal_004144,159,25.16,25.79,22.01,27.04
Psal_004145,222,22.97,23.42,19.37,34.23
Psal_004146,440,20.0,27.5,26.59,25.91
Psal_004147,560,16.25,28.75,21.07,33.93
Psal_004148,467,21.84,25.48,20.99,31.69
Psal_004149,205,22.93,25.37,21.46,30.24
Psal_004150,215,25.12,28.84,20.0,26.05
Psal_004151,328,20.73,28.96,15.24,35.06
Psal_004152,75,26.67,24.0,5.33,44.0
Psal_004153,119,15.97,35.29,22.69,26.05
Psal_004154,112,21.43,22.32,22.32,33.93
Psal_004155,281,22.06,32.74,16.01,29.18
Psal_004156,136,19.85,25.0,22.06,33.09
Psal_004157,345,23.48,21.45,20.29,34.78
Psal_004158,189,29.1,25.4,20.63,24.87
Psal_004159,252,18.25,20.63,19.44,41.67
Psal_004160,106,16.04,26.42,23.58,33.96
Psal_004161,187,21.93,12.3,31.02,34.76
Psal_004162,91,23.08,26.37,21.98,28.57
Psal_004163,104,21.15,19.23,39.42,20.19
Psal_004164,155,17.42,31.61,21.94,29.03
Psal_004165,228,22.81,25.44,28.07,23.68
Psal_004166,149,26.85,20.13,23.49,29.53
Psal_004167,139,23.02,24.46,25.18,27.34
Psal_004168,167,19.76,30.54,26.95,22.75
Psal_004169,212,20.75,24.06,22.17,33.02
Psal_004170,340,20.0,26.76,28.82,24.41
Psal_004171,188,20.21,23.94,30.32,25.53
Psal_004172,373,17.43,20.38,34.58,27.61
Psal_004173,306,22.55,25.49,21.24,30.72
Psal_004174,166,18.07,19.28,31.93,30.72
Psal_004175,263,17.87,28.14,19.77,34.22
Psal_004176,297,22.22,25.93,25.93,25.93
Psal_004177,368,27.72,20.92,24.73,26.63
Psal_004178,360,25.83,22.22,23.33,28.61
Psal_004180,262,19.85,20.61,25.95,33.59
Psal_004181,970,21.03,32.16,26.7,20.1
Psal_004182,179,18.44,32.4,17.88,31.28
Psal_004183,240,16.25,25.0,27.92,30.83
Psal_004184,478,19.04,26.78,32.01,22.18
Psal_004185,282,18.79,26.6,18.09,36.52
Psal_004186,187,21.39,21.93,31.02,25.67
Psal_004187,81,22.22,27.16,23.46,27.16
Psal_004188,80,16.25,30.0,22.5,31.25
Psal_004189,216,26.39,22.22,22.22,29.17
Psal_004190,127,25.98,18.9,25.98,29.13
Psal_004191,228,24.56,23.25,28.51,23.68
Psal_004192,364,21.7,23.35,25.55,29.4
Psal_004193,459,23.31,23.97,23.09,29.63
Psal_004194,721,23.16,24.27,23.3,29.26
Psal_004195,762,28.74,25.59,22.44,23.23
Psal_004196,197,16.75,24.87,22.84,35.53
Psal_004197,99,30.3,31.31,8.08,30.3
Psal_004198,33,36.36,27.27,15.15,21.21
Psal_004199,212,24.53,17.45,27.36,30.66
Psal_004200,203,24.63,26.11,19.21,30.05
Psal_004201,444,17.79,20.5,36.26,25.45
Psal_004202,231,22.94,25.54,24.24,27.27
Psal_004203,282,20.57,23.76,26.24,29.43
Psal_004204,218,25.23,24.77,20.64,29.36
Psal_004205,208,21.15,16.83,28.85,33.17
Psal_004206,136,20.59,32.35,19.85,27.21
Psal_004207,227,12.78,30.4,18.06,38.77
Psal_004208,44,18.18,29.55,25.0,27.27
Psal_004209,148,20.27,20.27,22.3,37.16
Psal_004210,224,21.43,21.88,17.86,38.84
Psal_004211,217,16.59,25.81,23.5,34.1
Psal_004212,219,25.11,23.74,17.81,33.33
Psal_004213,145,17.93,14.48,42.07,25.52
Psal_004214,292,22.26,23.63,22.95,31.16
Psal_004215,149,24.16,21.48,23.49,30.87
Psal_004216,215,21.86,28.84,18.6,30.7
Psal_004217,283,16.96,15.55,43.11,24.38
Psal_004218,222,23.87,20.27,21.17,34.68
Psal_004219,220,21.82,23.64,21.36,33.18
Psal_004220,240,22.92,18.33,19.58,39.17
Psal_004221,90,30.0,22.22,25.56,22.22
Psal_004222,55,16.36,38.18,14.55,30.91
Psal_004223,93,17.2,25.81,19.35,37.63
Psal_004224,251,21.51,23.9,24.3,30.28
Psal_004225,84,19.05,17.86,34.52,28.57
Psal_004226,231,16.88,30.74,22.94,29.44
Psal_004227,41,24.39,21.95,29.27,24.39
Psal_004228,50,18.0,26.0,16.0,40.0
Psal_004229,43,16.28,20.93,6.98,55.81
Psal_004230,91,12.09,30.77,35.16,21.98
Psal_004231,196,26.02,28.57,19.39,26.02
Psal_004232,67,13.43,14.93,38.81,32.84
Psal_004233,91,12.09,35.16,16.48,36.26
Psal_004234,164,21.34,26.22,22.56,29.88
Psal_004235,91,23.08,19.78,20.88,36.26
Psal_004236,764,20.16,29.58,21.07,29.19
Psal_004237,127,15.75,26.77,23.62,33.86
Psal_004238,131,22.9,19.08,27.48,30.53
Psal_004239,883,19.14,31.6,18.12,31.14
Psal_004240,367,20.98,31.34,19.35,28.34
Psal_004241,183,27.32,35.52,19.67,17.49
Psal_004242,75,24.0,24.0,17.33,34.67
Psal_004243,181,18.23,24.31,22.1,35.36
Psal_004244,488,23.36,32.99,17.62,26.02
Psal_004245,133,14.29,31.58,18.8,35.34
Psal_004246,141,21.28,26.95,17.73,34.04
Psal_004247,153,19.61,26.14,24.18,30.07
Psal_004248,71,22.54,23.94,23.94,29.58
Psal_004249,199,23.62,18.59,27.14,30.65
Psal_004250,872,21.56,26.95,22.48,29.01
Psal_004251,107,20.56,24.3,21.5,33.64
Psal_004252,620,20.16,26.77,20.81,32.26
Psal_004253,258,24.42,23.26,23.64,28.68
Psal_004254,252,15.48,29.37,17.46,37.7
Psal_004255,173,21.39,20.81,39.88,17.92
Psal_004256,1110,23.96,24.5,20.99,30.54
Psal_004257,150,19.33,30.67,20.0,30.0
Psal_004258,186,21.51,27.42,24.19,26.88
Psal_004259,63,23.81,33.33,15.87,26.98
Psal_004260,215,20.0,26.05,26.05,27.91
Psal_004261,68,30.88,26.47,19.12,23.53
Psal_004262,208,25.96,21.15,22.6,30.29
Psal_004263,158,27.85,18.99,22.15,31.01
Psal_004264,161,24.22,24.84,27.33,23.6
Psal_004265,116,31.03,24.14,18.97,25.86
Psal_004266,181,28.73,26.52,16.57,28.18
Psal_004267,95,35.79,33.68,17.89,12.63
Psal_004268,27,14.81,37.04,18.52,29.63
Psal_004269,164,14.63,34.15,22.56,28.66
Psal_004270,31,25.81,22.58,25.81,25.81
Psal_004271,234,24.79,16.67,32.91,25.64
Psal_004272,197,14.72,30.46,23.35,31.47
Psal_004273,326,24.23,20.86,24.85,30.06
Psal_004274,286,41.26,29.72,13.29,15.73
Psal_004275,233,21.89,20.6,25.75,31.76
Psal_004276,195,17.95,29.74,25.13,27.18
Psal_004277,162,22.84,19.14,32.72,25.31
Psal_004278,197,17.26,22.34,34.52,25.89
Psal_004279,195,22.56,24.62,23.08,29.74
Psal_004280,154,31.17,24.68,20.13,24.03
Psal_004281,74,21.62,17.57,31.08,29.73
Psal_004282,122,13.11,27.87,19.67,39.34
Psal_004283,145,20.0,26.9,24.14,28.97
Psal_004284,71,12.68,25.35,29.58,32.39
Psal_004285,209,16.27,22.97,25.84,34.93
Psal_004286,168,17.86,26.19,23.21,32.74
Psal_004287,304,16.78,22.04,24.67,36.51
Psal_004289,249,24.5,20.88,18.07,36.55
Psal_004290,226,19.91,22.12,21.68,36.28
Psal_004291,238,19.33,23.53,27.73,29.41
Psal_004292,65,29.23,24.62,26.15,20.0
Psal_004293,450,10.67,31.78,21.11,36.44
Psal_004294,80,25.0,38.75,18.75,17.5
Psal_004295,140,22.14,37.86,14.29,25.71
Psal_004296,60,16.67,30.0,35.0,18.33
Psal_004297,73,15.07,19.18,27.4,38.36
Psal_004298,297,22.22,23.91,20.2,33.67
Psal_004299,161,16.77,24.22,27.33,31.68
Psal_004300,94,26.6,23.4,28.72,21.28
Psal_004301,204,19.12,32.35,21.08,27.45
Psal_004302,364,14.56,35.16,15.11,35.16
Psal_004303,372,17.47,26.61,30.65,25.27
Psal_004304,215,25.58,24.19,23.26,26.98
Psal_004305,106,33.02,21.7,23.58,21.7
Psal_004306,395,29.62,24.56,22.78,23.04
Psal_004307,292,22.26,28.42,18.15,31.16
Psal_004308,302,17.55,28.81,21.19,32.45
Psal_004309,300,17.67,28.0,20.33,34.0
Psal_004310,254,20.47,31.1,16.14,32.28
Psal_004311,209,20.57,24.4,23.44,31.58
Psal_004312,252,18.65,21.43,33.73,26.19
Psal_004313,231,18.61,26.84,29.87,24.68
Psal_004314,323,13.62,30.96,24.77,30.65
Psal_004315,182,21.43,24.73,21.98,31.87
Psal_004316,48,25.0,25.0,25.0,25.0
Psal_004317,68,27.94,22.06,22.06,27.94
Psal_004318,217,26.73,23.96,20.74,28.57
Psal_004319,174,25.86,16.09,27.59,30.46
Psal_004320,121,19.83,28.93,23.97,27.27
Psal_004321,138,20.29,23.19,20.29,36.23
Psal_004322,145,26.21,15.17,23.45,35.17
Psal_004323,192,18.75,32.81,20.31,28.12
Psal_004324,240,20.83,24.17,25.83,29.17
Psal_004325,258,18.99,23.64,28.68,28.68
Psal_004326,406,18.72,27.34,29.31,24.63
Psal_004327,184,16.3,30.43,27.17,26.09
Psal_004328,143,24.48,24.48,25.17,25.87
Psal_004329,102,14.71,30.39,19.61,35.29
Psal_004330,291,18.9,29.21,25.09,26.8
Psal_004331,58,25.86,22.41,22.41,29.31
Psal_004332,66,22.73,18.18,30.3,28.79
Psal_004333,97,26.8,20.62,25.77,26.8
Psal_004334,49,34.69,18.37,16.33,30.61
Psal_004335,99,28.28,26.26,26.26,19.19
Psal_004336,290,18.28,30.0,24.48,27.24
Psal_004337,192,14.58,32.81,20.83,31.77
Psal_004338,264,24.24,27.65,20.45,27.65
Psal_004339,81,20.99,28.4,23.46,27.16
Psal_004340,220,22.73,24.09,19.09,34.09
Psal_004341,86,18.6,33.72,24.42,23.26
Psal_004342,86,13.95,22.09,23.26,40.7
Psal_004343,297,17.85,28.96,25.25,27.95
Psal_004344,57,10.53,36.84,10.53,42.11
Psal_004345,806,24.44,22.83,21.22,31.51
Psal_004346,135,18.52,32.59,20.0,28.89
Psal_004347,601,25.96,24.13,22.3,27.62
Psal_004348,293,26.28,28.67,18.09,26.96
Psal_004349,170,14.12,28.82,17.65,39.41
Psal_004350,472,20.34,24.15,26.48,29.03
Psal_004351,162,16.67,21.6,26.54,35.19
Psal_004352,714,19.05,25.63,19.61,35.71
Psal_004353,172,18.6,24.42,20.35,36.63
Psal_004354,466,20.39,23.82,26.82,28.97
Psal_004355,170,14.12,28.82,17.65,39.41
Psal_004356,293,26.28,28.67,18.09,26.96
Psal_004357,601,25.96,24.13,22.3,27.62
Psal_004358,285,21.05,26.67,18.25,34.04
Psal_004359,210,24.29,30.0,18.57,27.14
Psal_004360,292,27.05,19.86,20.55,32.53
Psal_004361,313,15.97,26.2,31.31,26.52
Psal_004362,39,25.64,30.77,12.82,30.77
Psal_004363,98,14.29,20.41,27.55,37.76
Psal_004364,316,23.73,22.78,20.57,32.91
Psal_004365,518,19.31,32.82,17.95,29.92
Psal_004366,130,20.77,20.0,26.15,33.08
Psal_004367,308,17.86,28.25,24.03,29.87
Psal_004368,310,20.65,24.19,24.19,30.97
Psal_004369,217,12.9,28.11,24.42,34.56
Psal_004370,172,11.63,29.07,26.74,32.56
Psal_004371,369,22.49,31.44,22.22,23.85
Psal_004372,282,21.28,24.82,26.95,26.95
Psal_004373,255,20.0,24.31,27.06,28.63
Psal_004374,296,24.32,25.0,21.62,29.05
Psal_004375,234,17.09,29.91,21.37,31.62
Psal_004376,89,13.48,41.57,12.36,32.58
Psal_004377,276,21.01,23.55,23.55,31.88
Psal_004378,241,28.63,26.14,20.33,24.9
Psal_004379,488,18.65,31.35,23.16,26.84
Psal_004380,181,25.41,24.86,25.97,23.76
Psal_004381,194,18.04,22.68,32.47,26.8
Psal_004382,542,17.9,30.07,19.19,32.84
Psal_004383,123,14.63,30.89,22.76,31.71
Psal_004384,126,16.67,21.43,23.02,38.89
Psal_004385,143,23.78,30.07,18.88,27.27
Psal_004386,62,27.42,30.65,20.97,20.97
Psal_004387,457,17.29,28.23,21.66,32.82
Psal_004388,261,19.92,25.29,21.07,33.72
Psal_004389,316,21.84,24.37,22.15,31.65
Psal_004390,615,21.46,26.99,21.63,29.92
Psal_004391,317,23.03,25.87,22.71,28.39
Psal_004392,284,13.03,29.58,23.59,33.8
Psal_004393,215,22.79,21.86,19.07,36.28
Psal_004394,299,25.08,23.08,25.42,26.42
Psal_004395,91,24.18,18.68,26.37,30.77
Psal_004396,146,28.08,21.92,27.4,22.6
Psal_004397,157,19.11,26.75,23.57,30.57
Psal_004398,159,23.27,25.79,21.38,29.56
Psal_004399,152,19.08,30.26,11.18,39.47
Psal_004400,95,18.95,26.32,25.26,29.47
Psal_004401,129,7.75,39.53,13.95,38.76
Psal_004402,432,18.29,27.55,21.06,33.1
Psal_004403,210,21.9,26.19,20.0,31.9
Psal_004404,292,24.66,22.6,27.74,25.0
Psal_004405,85,17.65,30.59,9.41,42.35
Psal_004406,296,14.53,30.41,23.99,31.08
Psal_004407,428,26.17,21.73,26.87,25.23
Psal_004408,74,17.57,29.73,21.62,31.08
Psal_004409,185,16.76,21.62,30.81,30.81
Psal_004410,102,22.55,21.57,26.47,29.41
Psal_004411,112,25.0,29.46,24.11,21.43
Psal_004412,189,20.11,28.57,17.99,33.33
Psal_004413,261,22.22,22.99,26.44,28.35
Psal_004414,374,23.53,27.27,18.98,30.21
Psal_004415,346,23.7,29.48,20.52,26.3
Psal_004416,76,26.32,25.0,23.68,25.0
Psal_004417,97,15.46,29.9,30.93,23.71
Psal_004418,458,20.31,24.45,22.27,32.97
Psal_004419,228,14.04,31.58,15.79,38.6
Psal_004420,213,18.78,29.58,18.78,32.86
Psal_004421,285,17.19,26.67,23.86,32.28
Psal_004422,274,19.71,28.83,24.82,26.64
Psal_004423,295,26.44,21.36,24.75,27.46
Psal_004424,314,23.25,25.48,20.7,30.57
Psal_004425,89,26.97,17.98,26.97,28.09
Psal_004426,1181,13.72,27.6,20.83,37.85
Psal_004427,276,22.1,25.72,19.57,32.61
Psal_004428,502,18.92,29.88,17.93,33.27
Psal_004429,307,21.82,24.76,25.08,28.34
Psal_004430,251,23.11,27.49,24.3,25.1
Psal_004431,298,21.48,22.48,23.49,32.55
Psal_004432,71,32.39,25.35,14.08,28.17
Psal_004433,112,24.11,17.86,25.0,33.04
Psal_004434,330,20.0,26.36,20.91,32.73
Psal_004435,312,23.08,23.4,25.32,28.21
Psal_004436,255,22.75,24.31,26.67,26.27
Psal_004437,391,24.81,23.53,25.83,25.83
Psal_004438,1316,20.36,31.0,20.9,27.74
Psal_004439,278,19.06,24.82,25.54,30.58
Psal_004440,153,18.3,27.45,24.18,30.07
Psal_004441,159,23.27,37.74,18.87,20.13
Psal_004442,54,18.52,37.04,14.81,29.63
Psal_004443,80,15.0,35.0,21.25,28.75
Psal_004444,74,17.57,33.78,18.92,29.73
Psal_004445,360,19.72,25.56,21.94,32.78
Psal_004446,81,16.05,39.51,16.05,28.4
Psal_004447,308,20.78,28.25,17.53,33.44
Psal_004448,353,13.88,26.91,26.06,33.14
Psal_004449,409,29.1,17.36,29.58,23.96
Psal_004450,141,29.08,22.7,21.28,26.95
Psal_004451,123,20.33,30.08,26.83,22.76
Psal_004452,90,10.0,36.67,16.67,36.67
Psal_004453,329,19.45,24.62,23.71,32.22
Psal_004454,81,12.35,29.63,22.22,35.8
Psal_004455,478,17.78,23.64,26.15,32.43
Psal_004456,204,21.08,25.49,19.12,34.31
Psal_004457,166,21.08,28.31,27.71,22.89
Psal_004458,291,21.99,23.37,26.46,28.18
Psal_004459,275,17.09,24.36,26.91,31.64
Psal_004460,305,23.93,18.69,29.84,27.54
Psal_004461,318,23.58,25.16,23.27,27.99
Psal_004462,111,21.62,25.23,18.92,34.23
Psal_004463,112,16.96,25.89,16.07,41.07
Psal_004464,204,24.51,22.55,28.43,24.51
Psal_004465,228,15.79,26.75,24.56,32.89
Psal_004466,109,16.51,24.77,15.6,43.12
Psal_004467,225,23.56,21.78,17.33,37.33
Psal_004468,1185,16.2,32.49,18.06,33.25
Psal_004469,368,20.11,24.46,19.02,36.41
Psal_004470,467,21.41,23.34,26.77,28.48
Psal_004471,182,17.03,23.08,20.33,39.56
Psal_004472,432,15.51,28.94,18.06,37.5
Psal_004473,80,7.5,28.75,16.25,47.5
Psal_004474,80,7.5,27.5,17.5,47.5
Psal_004475,40,7.5,27.5,25.0,40.0
Psal_004476,154,22.73,31.82,18.83,26.62
Psal_004477,133,27.82,18.8,25.56,27.82
Psal_004478,172,12.79,27.91,18.6,40.7
Psal_004479,290,17.93,25.86,24.48,31.72
Psal_004480,257,21.01,28.02,21.01,29.96
Psal_004481,189,22.22,26.46,22.22,29.1
Psal_004482,98,18.37,25.51,19.39,36.73
Psal_004483,89,19.1,26.97,23.6,30.34
Psal_004484,142,19.01,29.58,19.01,32.39
Psal_004485,77,14.29,20.78,19.48,45.45
Psal_004486,166,20.48,22.89,24.7,31.93
Psal_004487,269,19.33,24.16,26.02,30.48
Psal_004488,495,13.33,27.68,21.82,37.17
Psal_004489,220,22.27,26.82,22.73,28.18
Psal_004490,461,21.04,27.77,19.96,31.24
Psal_004491,114,17.54,25.44,27.19,29.82
Psal_004492,375,16.8,28.53,15.47,39.2
Psal_004494,152,23.68,25.0,21.05,30.26
Psal_004495,265,10.57,29.81,9.43,50.19
Psal_004496,188,22.34,19.68,29.26,28.72
